pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,batter_name
SL,2025-07-06,84.7,-2.05,5.5,"Skenes, Paul",677594,694973,,ball,,,,,14.0,Ball,R,R,R,SEA,PIT,B,,,0,0,2025,0.28,0.48,1.5345015614358215,2.058075671616056,,,641487.0,0,1,Bot,,,,,,,7.815017522700233,-123.204426786398,-2.728025184640863,1.5536142573807423,20.939290510493407,-26.909098494043494,3.32,1.51,,,,85.2,2256.0,6.3,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.2,,,,,,,,6,1,Slider,0,0,0,0,0,0,0,0,Standard,Standard,91.0,0.005,0.04,,,,-0.04,,0,0,0.583,0.583,23,24,23,25,1,0,5.0,1.0,5.0,2.0,2.66,-0.28,-0.28,24.2,,,,,,Julio Rodríguez
ST,2025-06-03,84.9,-2.08,5.67,"Skenes, Paul",665161,694973,field_out,hit_into_play,,,,,9.0,"Jeremy Peña grounds out, third baseman Ke'Bryan Hayes to first baseman Spencer Horwitz.",R,R,R,PIT,HOU,X,5.0,ground_ball,1,0,2025,0.99,0.69,0.7765941041260327,2.104330731592661,,,,1,6,Top,99.74,166.08,,,,,4.718640320395455,-123.61455512061676,-3.383612615690258,9.111952249015454,25.865194915606924,-24.679183868390368,3.54,1.7,12.0,69.1,-9.0,85.2,2314.0,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.96,0.056,0.071,0.0,1.0,0.0,0.0,2.0,39,2,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,88.0,0.029,-0.293,71.6,8.5,0.062,0.293,88.0,0,0,0.53,0.47,23,27,23,28,3,2,6.0,2.0,5.0,1.0,2.49,-0.99,-0.99,24.7,21.933284432131217,-22.707709017637367,30.18972239171504,42.54710399002784,44.199510895850935,Jeremy Peña
ST,2025-06-03,86.3,-1.96,5.73,"Skenes, Paul",665161,694973,,ball,,,,,12.0,Ball,R,R,R,PIT,HOU,B,,,0,0,2025,0.71,0.69,0.7579144822032096,3.547457431026253,,,,1,6,Top,,,,,,,5.047973566116015,-125.60317115072615,-0.3322565846168228,6.383424435371723,27.111781669340708,-25.05253447966796,3.39,1.75,,,,86.4,2230.0,6.5,777663,680779,687462,693304,663647,643396,672744,665833,668804,54.02,,,,,,,,39,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,105.0,-0.004,0.039,,,,-0.039,,0,0,0.534,0.4659999999999999,23,27,23,28,3,2,6.0,2.0,5.0,1.0,2.38,-0.71,-0.71,29.8,,,,,,Jeremy Peña
FS,2025-06-03,93.8,-2.05,5.61,"Skenes, Paul",665161,694973,grounded_into_double_play,hit_into_play,,,,,13.0,"Jeremy Peña grounds into a double play, third baseman Ke'Bryan Hayes to second baseman Nick Gonzales to first baseman Spencer Horwitz. Jacob Melton out at 2nd. Jeremy Peña out at 1st.",R,R,R,PIT,HOU,X,5.0,ground_ball,0,1,2025,-0.86,-0.11,-0.8813187879179332,2.604227763785941,676694.0,,689200.0,1,3,Top,99.62,170.43,,,,,4.973018663538796,-136.58188953376438,-1.8125275058257049,-11.901869987102785,29.64467846831742,-33.386717479968794,3.54,1.7,37.0,63.0,1.0,94.5,1655.0,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.85,0.096,0.113,0.0,1.0,0.0,0.0,2.0,19,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,251.0,0.119,-0.25,74.9,7.0,0.1,0.25,88.0,0,0,0.436,0.5640000000000001,23,27,23,28,2,1,6.0,2.0,5.0,1.0,2.7,0.86,0.86,24.1,4.7349856935557355,-9.925127036527732,35.356512839030614,22.448843059682048,19.026521871794532,Jeremy Peña
FS,2025-06-03,94.6,-2.05,5.67,"Skenes, Paul",665161,694973,,foul,,,,,7.0,Foul,R,R,R,PIT,HOU,S,,,0,0,2025,-1.15,-0.21,-0.5401336267875163,2.0456349742846607,676694.0,,689200.0,1,3,Top,,,,,,,6.562760658218542,-137.5796800364849,-3.3306899763595963,-16.117465144279084,30.32649478818393,-34.29416388599264,3.54,1.7,,,,95.2,1714.0,6.7,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.85,,,,,,,,19,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,247.0,0.011,-0.041,73.1,7.9,,0.041,,0,0,0.425,0.575,23,27,23,28,2,1,6.0,2.0,5.0,1.0,2.76,1.15,1.15,23.4,17.778148190747462,-22.066231326890613,33.94487804616406,27.39235990191183,28.692392096157786,Jeremy Peña
FF,2025-06-03,99.4,-2.16,5.73,"Skenes, Paul",665161,694973,field_out,hit_into_play,,,,,2.0,Jeremy Peña flies out to center fielder Oneil Cruz.,R,R,R,PIT,HOU,X,8.0,fly_ball,1,1,2025,-0.98,0.57,-0.0847071897502583,2.988068007968745,,,,0,1,Top,137.56,53.24,,,,,8.034603103396996,-144.581715842054,-3.4965906392786863,-15.61549416246398,31.883774908434532,-23.506499312287215,3.54,1.7,363.0,96.5,25.0,100.1,1999.0,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.92,0.2184285714285714,0.3652857142857142,0.0,1.0,0.0,0.0,5.0,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,240.0,0.021,-0.251,73.0,7.0,0.6864285714285714,0.251,96.5,0,0,0.501,0.499,23,27,23,28,1,0,6.0,2.0,5.0,1.0,1.73,0.98,0.98,27.5,8.609024396070394,3.106084056655649,27.317586558823177,33.48123430772209,20.48623612493363,Jeremy Peña
SI,2025-06-03,99.4,-2.15,5.62,"Skenes, Paul",665161,694973,,ball,,,,,13.0,Ball,R,R,R,PIT,HOU,B,,,0,1,2025,-1.4,0.23,-0.523595825380831,0.9383826770074846,,,,0,1,Top,,,,,,,7.775054385089168,-144.52238227778102,-8.036473893843024,-21.437146354632663,31.36515640594944,-27.36781288465891,3.54,1.76,,,,100.2,2183.0,6.6,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.9,,,,,,,,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,241.0,-0.002,0.031,,,,-0.031,,0,0,0.503,0.497,23,27,23,28,1,0,6.0,2.0,5.0,1.0,2.07,1.4,1.4,22.4,,,,,,Jeremy Peña
SI,2025-06-03,98.8,-2.23,5.65,"Skenes, Paul",665161,694973,,swinging_strike,,,,,4.0,Swinging Strike,R,R,R,PIT,HOU,S,,,0,0,2025,-1.35,0.42,-0.7063942088618267,2.308387317953303,,,,0,1,Top,,,,,,,7.360271118875559,-143.77770966020995,-4.718380483432411,-20.415056183643937,31.077350842940135,-25.475318467227225,3.54,1.7,,,,99.9,2069.0,6.7,777663,680779,687462,693304,663647,643396,672744,665833,668804,53.78,,,,,,,,1,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,242.0,0.003,-0.039,71.8,7.2,,0.039,,0,0,0.5,0.5,23,27,23,28,1,0,6.0,2.0,5.0,1.0,1.9,1.35,1.35,20.8,7.473768354042493,-5.937230613779543,35.787643967958395,24.375209089182057,20.905413936252536,Jeremy Peña
FF,2025-05-28,97.3,-2.83,5.72,"Skenes, Paul",672695,694973,field_out,hit_into_play,,,,,7.0,Geraldo Perdomo flies out to center fielder Oneil Cruz.,R,L,R,AZ,PIT,X,8.0,fly_ball,1,0,2025,-1.29,0.87,-0.4025925380343609,1.8079978343815943,,,,0,6,Bot,84.77,64.02,,,,,9.517287312319043,-141.31083155782648,-6.970295964046723,-19.46243408543741,33.01349462098934,-19.10546322044119,3.59,1.62,348.0,95.4,25.0,97.6,2276.0,6.6,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.85,0.18,0.249,0.0,1.0,0.0,0.0,5.0,51,2,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,230.0,-0.004,-0.301,67.2,7.0,0.414,0.301,95.4,-8,-8,0.011,0.011,23,25,23,26,3,2,5.0,1.0,6.0,2.0,1.56,1.29,-1.29,26.8,6.181724436533289,1.2012152732012535,39.01486833282477,38.92144017388907,21.94896062019348,Geraldo Perdomo
FF,2025-05-28,97.2,-2.55,5.66,"Skenes, Paul",672695,694973,,ball,,,,,12.0,Ball,R,L,R,AZ,PIT,B,,,0,0,2025,-0.8,1.12,1.1393698466566056,3.4387386156958306,,,,0,6,Bot,,,,,,,11.775738460902886,-141.0471757842319,-2.959262734801988,-13.402259545245778,33.87480234231868,-16.72094053399121,3.51,1.67,,,,97.4,1913.0,6.7,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.79,,,,,,,,51,1,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,234.0,0.001,0.041,,,,-0.041,,-8,-8,0.01,0.01,23,25,23,26,3,2,5.0,1.0,6.0,2.0,1.31,0.8,-0.8,27.2,,,,,,Geraldo Perdomo
CU,2025-05-28,84.6,-2.49,5.55,"Skenes, Paul",672695,694973,hit_by_pitch,hit_by_pitch,,,,,14.0,Geraldo Perdomo hit by pitch.,R,L,R,AZ,PIT,B,,,0,2,2025,0.37,-0.25,1.8344908934625288,0.4225443266482078,,682998.0,,2,3,Bot,,,,,,,9.427389805153377,-122.93756981959608,-5.157514502437472,1.9623565738007676,23.23917658530816,-33.8711840415934,3.59,1.62,,,,85.4,2580.0,6.8,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.72,,0.722289,0.7,1.0,0.0,0.0,,22,3,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,62.0,0.027,0.211,,,,-0.211,,-1,-1,0.403,0.403,23,25,23,26,2,1,5.0,1.0,6.0,2.0,3.43,-0.37,0.37,26.3,,,,,,Geraldo Perdomo
FF,2025-05-28,98.3,-2.52,5.58,"Skenes, Paul",672695,694973,,called_strike,,,,,2.0,Called Strike,R,L,R,AZ,PIT,S,,,0,1,2025,-1.35,0.7,0.1642776376745041,2.8939146073388944,,682998.0,,2,3,Bot,,,,,,,10.498816165401358,-142.8152927071405,-3.457554237035537,-20.876816897817047,32.382249458203944,-21.902911962863985,3.46,1.47,,,,99.2,2247.0,6.8,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.67,,,,,,,,22,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,237.0,-0.008,-0.056,,,,0.056,,-1,-1,0.411,0.411,23,25,23,26,2,1,5.0,1.0,6.0,2.0,1.66,1.35,-1.35,23.4,,,,,,Geraldo Perdomo
FS,2025-05-28,94.2,-2.55,5.63,"Skenes, Paul",672695,694973,,called_strike,,,,,13.0,Called Strike,R,L,R,AZ,PIT,S,,,0,0,2025,-0.85,-0.03,-0.8466570772488193,2.3530202204357367,,682998.0,,2,3,Bot,,,,,,,6.381730882233917,-137.1416642035532,-2.7764979163058827,-12.053947241474988,29.16854791970574,-32.17645136829861,3.45,1.69,,,,95.4,1407.0,6.9,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.65,,,,,,,,22,1,Split-Finger,0,1,0,1,1,0,0,1,Infield shade,Standard,251.0,-0.006,-0.04,,,,0.04,,-1,-1,0.417,0.417,23,25,23,26,2,1,5.0,1.0,6.0,2.0,2.59,0.85,-0.85,25.5,,,,,,Geraldo Perdomo
FF,2025-05-28,98.5,-2.61,5.68,"Skenes, Paul",672695,694973,field_out,hit_into_play,,,,,8.0,Geraldo Perdomo flies out to center fielder Oneil Cruz.,R,L,R,AZ,PIT,X,8.0,fly_ball,1,1,2025,-1.14,0.87,0.0403585416416749,2.037993252854931,,,,1,1,Bot,100.65,64.4,,,,,9.952859005798064,-143.01471990311782,-6.506414783962978,-17.94010219829446,32.04573910423222,-18.85095500003074,3.59,1.62,339.0,88.5,28.0,99.5,2201.0,6.9,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.62,0.061,0.085,0.0,1.0,0.0,0.0,3.0,5,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,242.0,-0.015,-0.244,69.6,6.7,0.14,0.244,88.5,0,0,0.525,0.525,23,25,23,26,1,0,5.0,1.0,6.0,2.0,1.48,1.14,-1.14,27.4,6.682955771357171,6.336485397583072,38.259634311562984,33.376414747400595,22.335902554673027,Geraldo Perdomo
CU,2025-05-28,82.9,-2.69,5.65,"Skenes, Paul",672695,694973,,ball,,,,,14.0,Ball,R,L,R,AZ,PIT,B,,,0,1,2025,0.47,-0.29,0.3629002299572086,0.7748530324383776,,,,1,1,Bot,,,,,,,6.074900281865155,-120.6192089484002,-4.165724213480555,3.578594888407888,21.45725928461039,-34.45079884196658,3.4,1.62,,,,83.4,2208.0,6.4,777729,680779,687462,669707,663647,643396,672744,665833,668804,54.07,,,,,,,,5,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,75.0,0.001,0.029,,,,-0.029,,0,0,0.524,0.524,23,25,23,26,1,0,5.0,1.0,6.0,2.0,3.58,-0.47,0.47,23.9,,,,,,Geraldo Perdomo
FF,2025-05-28,98.6,-2.57,5.69,"Skenes, Paul",672695,694973,,called_strike,,,,,6.0,Called Strike,R,L,R,AZ,PIT,S,,,0,0,2025,-0.94,1.0,0.4122224875481255,2.8722025234285447,,,,1,1,Bot,,,,,,,10.393018885044391,-143.2117060810406,-4.578095506183342,-15.351652671477744,32.66005674993965,-17.458278277518318,3.47,1.73,,,,99.6,2154.0,6.9,777729,680779,687462,669707,663647,643396,672744,665833,668804,53.59,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,235.0,-0.002,-0.039,,,,0.039,,0,0,0.526,0.526,23,25,23,26,1,0,5.0,1.0,6.0,2.0,1.35,0.94,-0.94,29.1,,,,,,Geraldo Perdomo
ST,2025-05-12,84.1,-2.73,5.49,"Skenes, Paul",665742,694973,strikeout,swinging_strike,,,,,1.0,Juan Soto strikes out swinging.,R,L,R,NYM,PIT,S,2.0,,1,2,2025,0.98,0.36,-0.4431061104275834,3.0320605914627277,,,596019.0,1,5,Bot,,,,,,,3.3647989223996744,-122.42720849018264,0.0554249286924384,9.021111144957196,26.90238267345,-28.844217125652,3.26,1.59,,,,84.0,2362.0,6.4,777950,680779,685301,669707,663647,643396,457705,672744,668804,54.06,,0.0,0.0,1.0,0.0,0.0,,40,4,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,98.0,-0.028,-0.178,76.1,6.4,,0.178,,0,0,0.559,0.559,23,26,23,27,3,2,6.0,1.0,6.0,1.0,2.89,-0.98,0.98,18.0,9.765427565629656,17.64344494438762,24.478388257561644,45.04318966484198,12.408340353111576,Juan Soto
SI,2025-05-12,97.6,-2.35,5.66,"Skenes, Paul",665742,694973,,ball,,,,,12.0,Ball,R,L,R,NYM,PIT,B,,,0,2,2025,-1.46,0.66,0.8263464300562504,3.1778015754658178,,,596019.0,1,5,Bot,,,,,,,11.958380701037258,-141.63302682365358,-2.641368740596869,-22.489866301380975,33.81122750986112,-22.85012617642193,2.99,1.63,,,,97.7,2287.0,6.6,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.88,,,,,,,,40,3,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,233.0,0.003,0.01,,,,-0.01,,0,0,0.556,0.556,23,26,23,27,3,2,6.0,1.0,6.0,1.0,1.75,1.46,-1.46,23.0,,,,,,Juan Soto
ST,2025-05-12,84.9,-2.6,5.54,"Skenes, Paul",665742,694973,,called_strike,,,,,9.0,Called Strike,R,L,R,NYM,PIT,S,,,0,1,2025,1.15,0.44,0.4466611382108577,2.023395545579282,,,596019.0,1,5,Bot,,,,,,,4.858277609795409,-123.4317461423318,-2.7091386566254236,10.511985850644988,27.698306610447787,-27.30976647568649,3.3,1.7,,,,84.8,2390.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.96,,,,,,,,40,2,Sweeper,1,1,1,1,1,1,1,1,Infield shade,Standard,97.0,-0.007,-0.047,,,,0.047,,0,0,0.563,0.563,23,26,23,27,3,2,6.0,1.0,6.0,1.0,2.76,-1.15,1.15,19.7,,,,,,Juan Soto
FS,2025-05-12,92.7,-2.43,5.76,"Skenes, Paul",665742,694973,,called_strike,,,,,5.0,Called Strike,R,L,R,NYM,PIT,S,,,0,0,2025,-0.96,-0.23,-0.0393532991359614,2.2523427659206336,,,596019.0,1,5,Bot,,,,,,,8.250814102356212,-134.75284436660473,-2.6199113613388487,-13.610250251942482,32.03689568685577,-34.55223835427534,3.23,1.64,,,,92.7,1681.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.95,,,,,,,,40,1,Split-Finger,1,1,1,1,1,1,1,1,Infield shade,Standard,261.0,-0.006,-0.04,,,,0.04,,0,0,0.569,0.569,23,26,23,27,3,2,6.0,1.0,6.0,1.0,2.91,0.96,-0.96,28.1,,,,,,Juan Soto
CH,2025-05-12,89.0,-2.91,5.59,"Skenes, Paul",665742,694973,field_out,hit_into_play,,,,,13.0,Juan Soto lines out to right fielder Bryan Reynolds.,R,L,R,NYM,PIT,X,9.0,line_drive,1,2,2025,-1.37,0.25,-0.1111612167166768,1.4440208402874966,,,,1,3,Bot,161.59,83.9,,,,,9.75222311813477,-129.19635312425598,-4.6188629441631495,-17.395528399790262,28.098782571780134,-28.547136489813507,3.26,1.59,299.0,90.0,21.0,89.0,1771.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.99,0.299,0.31,0.0,1.0,0.0,0.0,3.0,23,4,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,266.0,-0.014,-0.18,63.3,7.5,0.442,0.18,90.0,-1,-1,0.404,0.404,23,26,23,27,2,1,6.0,1.0,6.0,1.0,2.65,1.37,-1.37,18.6,7.546129768191565,-4.713082078200185,30.903359565610867,42.70256295217773,27.030360458685436,Juan Soto
FS,2025-05-12,93.0,-2.8,5.67,"Skenes, Paul",665742,694973,,called_strike,,,,,4.0,Called Strike,R,L,R,NYM,PIT,S,,,1,1,2025,-0.84,-0.31,-0.4332809086210579,2.2547453942080526,,,,1,3,Bot,,,,,,,7.92029843679962,-135.2040593833787,-2.301285354868255,-11.981603699070256,29.21432384548643,-35.71029984674701,3.26,1.64,,,,93.3,1636.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,54.03,,,,,,,,23,3,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,248.0,-0.004,-0.064,,,,0.064,,-1,-1,0.408,0.408,23,26,23,27,2,1,6.0,1.0,6.0,1.0,2.95,0.84,-0.84,21.0,,,,,,Juan Soto
FF,2025-05-12,97.6,-2.72,5.66,"Skenes, Paul",665742,694973,,ball,,,,,12.0,Ball,R,L,R,NYM,PIT,B,,,0,1,2025,-1.26,0.94,0.3169636149703216,4.528485812329592,,,,1,3,Bot,,,,,,,11.11380043154503,-141.6673802861402,0.3629372772805413,-19.694545567830076,35.45748351701966,-19.90258658122007,3.26,1.7,,,,97.4,2085.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.97,,,,,,,,23,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,244.0,0.002,0.029,,,,-0.029,,-1,-1,0.406,0.406,23,26,23,27,2,1,6.0,1.0,6.0,1.0,1.48,1.26,-1.26,22.9,,,,,,Juan Soto
FF,2025-05-12,99.2,-2.78,5.6,"Skenes, Paul",665742,694973,,foul,,,,,2.0,Foul,R,L,R,NYM,PIT,S,,,0,0,2025,-1.55,0.81,-0.2490052342786048,3.0456087450920024,,,,1,3,Bot,,,,,,,10.585289508647731,-143.94173689357115,-3.408321315604233,-24.04135209605049,35.88523864987959,-20.363639442381128,3.26,1.59,213.0,82.0,20.0,99.1,2295.0,6.6,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.93,,,,,,,,23,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,243.0,-0.003,-0.039,74.5,6.3,,0.039,88.0,-1,-1,0.409,0.409,23,26,23,27,2,1,6.0,1.0,6.0,1.0,1.54,1.55,-1.55,20.0,4.242537169291326,30.257297316142992,26.891755517640412,43.31980091311676,10.306427372651108,Juan Soto
FS,2025-05-12,93.5,-2.69,5.66,"Skenes, Paul",665742,694973,walk,ball,,,,,13.0,Juan Soto walks. Francisco Lindor to 2nd.,R,L,R,NYM,PIT,B,,,3,1,2025,-1.04,-0.26,-1.560545763409285,2.3460571548046683,,,596019.0,0,1,Bot,,,,,,,5.2443508435726045,-136.07922802743764,-2.1930578794980553,-14.114539674200495,31.18213042617126,-35.14073800179728,3.22,1.63,,,,93.8,1746.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.96,,0.691497,0.7,1.0,0.0,0.0,,7,5,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,250.0,0.032,0.26,,,,-0.26,,0,0,0.604,0.604,23,26,23,27,1,0,6.0,1.0,6.0,1.0,2.88,1.04,-1.04,21.4,,,,,,Juan Soto
SL,2025-05-12,85.2,-2.76,5.57,"Skenes, Paul",665742,694973,,ball,,,,,11.0,Ball,R,L,R,NYM,PIT,B,,,2,1,2025,0.34,0.69,-1.6864044203250714,3.771750450203093,,,596019.0,0,1,Bot,,,,,,,1.8429738838049288,-123.95666874571296,0.780025509750594,3.048215992386161,28.112820441800935,-25.53201316780729,3.23,1.58,,,,85.1,2332.0,6.5,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.96,,,,,,,,7,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,108.0,0.016,0.116,,,,-0.116,,0,0,0.588,0.588,23,26,23,27,1,0,6.0,1.0,6.0,1.0,2.48,-0.34,0.34,18.4,,,,,,Juan Soto
FS,2025-05-12,93.8,-2.66,5.59,"Skenes, Paul",665742,694973,,ball,,,,,11.0,Ball,R,L,R,NYM,PIT,B,,,1,1,2025,-1.19,-0.37,-1.177928763254615,2.658116944545168,,,596019.0,0,1,Bot,,,,,,,6.4957132225433245,-136.42964212924198,-1.0221171134647622,-16.257514432214883,30.38407861660142,-36.791342831721295,3.13,1.59,,,,94.2,1715.0,6.6,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.92,,,,,,,,7,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,247.0,0.007,0.044,,,,-0.044,,0,0,0.581,0.581,23,26,23,27,1,0,6.0,1.0,6.0,1.0,2.97,1.19,-1.19,21.0,,,,,,Juan Soto
FF,2025-05-12,98.0,-2.57,5.64,"Skenes, Paul",665742,694973,,ball,,,,,11.0,Ball,R,L,R,NYM,PIT,B,,,0,1,2025,-1.18,1.15,-0.4117527618132071,4.539103276818282,,,596019.0,0,1,Bot,,,,,,,8.592126884435174,-142.33074132928675,-0.0817838163112886,-18.049900673176577,36.63414256417088,-16.852762678224416,3.28,1.66,,,,98.0,2311.0,6.6,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.85,,,,,,,,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,235.0,0.003,0.034,,,,-0.034,,0,0,0.578,0.578,23,26,23,27,1,0,6.0,1.0,6.0,1.0,1.25,1.18,-1.18,23.6,,,,,,Juan Soto
ST,2025-05-12,85.2,-2.91,5.54,"Skenes, Paul",665742,694973,,called_strike,,,,,5.0,Called Strike,R,L,R,NYM,PIT,S,,,0,0,2025,0.93,0.31,-0.1039584144697639,2.49539882507252,,,596019.0,0,1,Bot,,,,,,,4.749604794136239,-123.87385772256204,-1.3596621830599285,8.337296534106956,28.6193424399461,-28.987724298738147,3.2,1.64,,,,85.3,2383.0,6.8,777950,680779,685301,669707,663647,643396,457705,672744,668804,53.73,,,,,,,,7,1,Sweeper,0,0,0,0,0,0,0,0,Standard,Standard,135.0,-0.005,-0.043,,,,0.043,,0,0,0.583,0.583,23,26,23,27,1,0,6.0,1.0,6.0,1.0,2.88,-0.93,0.93,21.2,,,,,,Juan Soto
SL,2025-04-19,84.2,-2.36,5.43,"Skenes, Paul",467793,694973,strikeout,swinging_strike,,,,,11.0,Carlos Santana strikes out swinging.,R,L,R,PIT,CLE,S,2.0,,0,2,2025,0.33,0.73,-0.8692488784698853,3.3044988065351237,,,,0,7,Top,,,,,,,2.806051995113989,-122.69855727333648,-0.0899122968614943,2.887277969813864,21.816208884236516,-24.896146253191805,3.41,1.68,,,,84.8,2098.0,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.15,,0.0,0.0,1.0,0.0,0.0,,46,4,Slider,0,2,2,0,2,0,2,0,Infield shade,Standard,110.0,0.01,-0.165,73.0,8.0,,0.165,,-2,2,0.191,0.8089999999999999,23,39,23,39,3,2,5.0,1.0,6.0,1.0,2.45,-0.33,0.33,25.3,16.472153821401125,-12.496223758594915,19.5298401346751,46.72995014476618,36.22772033958648,Carlos Santana
FF,2025-04-19,96.5,-2.08,5.55,"Skenes, Paul",467793,694973,,foul,,,,,11.0,Foul,R,L,R,PIT,CLE,S,,,0,2,2025,-1.07,0.72,-0.077683257277624,3.657950265647443,,,,0,7,Top,,,,,,,7.754166197869384,-140.3158606588366,-1.094983990695087,-15.828513309738554,31.819588618882047,-22.587047978392555,3.41,1.68,175.0,69.4,60.0,96.7,2041.0,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.06,,,,,,,,46,3,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,241.0,0.0,0.0,57.5,6.2,,0.0,88.0,-2,2,0.191,0.8089999999999999,23,39,23,39,3,2,5.0,1.0,6.0,1.0,1.73,1.07,-1.07,27.2,4.460778543343101,23.598306774994015,18.76494990582279,36.779568570599054,19.531991446899426,Carlos Santana
FF,2025-04-19,96.8,-2.3,5.54,"Skenes, Paul",467793,694973,,foul,,,,,1.0,Foul,R,L,R,PIT,CLE,S,,,0,1,2025,-1.29,0.94,-0.3259627734419261,3.332912501180742,,,,0,7,Top,,,,,,,8.240673839668089,-140.75858837203492,-2.4789697525774255,-19.04813075608707,32.642646001463206,-19.268983892174315,3.41,1.68,134.0,82.1,9.0,96.9,2263.0,6.4,778254,680779,665839,624428,663647,669707,502054,669261,668804,54.08,,,,,,,,46,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Infield shade,Standard,245.0,0.004,-0.055,65.7,6.1,,0.055,88.0,-2,2,0.187,0.813,23,39,23,39,3,2,5.0,1.0,6.0,1.0,1.5,1.29,-1.29,26.5,-2.300481547681373,26.83414579709201,26.382039754118324,39.42192507372035,16.821164497816657,Carlos Santana
